wavelengths,power_meas,std_power_meas
592.0,6.8088772598e-08,4.8077608177912e-11
593.0,6.818430875600002e-08,5.257232446818789e-11
594.0,6.83054381e-08,4.6234360465607774e-11
595.0,6.840668887899999e-08,4.873329338945044e-11
596.0,6.8513902819e-08,4.763483623972505e-11
597.0,6.8623477316e-08,4.857811598497296e-11
598.0,6.872882836e-08,4.760590368162211e-11
599.0,6.8825607403e-08,4.940252031255938e-11
600.0,6.893791422000001e-08,4.6982992890108117e-11
601.0,6.9053576087e-08,5.1794684558429566e-11
602.0,6.916588347399999e-08,5.092497060686864e-11
603.0,6.9282539804e-08,4.995371456220219e-11
604.0,6.9388263606e-08,4.8823537556006805e-11
605.0,6.9496471297e-08,5.1031997330224595e-11
606.0,6.9606543029e-08,4.88751681314713e-11
607.0,6.9714876215e-08,5.3157014421267294e-11
608.0,6.982569188700001e-08,5.336706866061541e-11
609.0,6.9942473424e-08,5.217473919931946e-11
610.0,7.005229704599999e-08,5.0826361182756425e-11
611.0,7.016398313e-08,5.132841153836692e-11
612.0,7.028362133600001e-08,5.3833614122097134e-11
613.0,7.0397170199e-08,5.4935342112730215e-11
614.0,7.0514324342e-08,5.063197208215154e-11
615.0,7.0630359799e-08,4.9052919360543317e-11
616.0,7.074428268199999e-08,5.2845572049634094e-11
617.0,7.086342250400002e-08,5.0555623126750466e-11
618.0,7.0977220893e-08,5.114252417064268e-11
619.0,7.1099715476e-08,5.291800781273933e-11
620.0,7.1224820452e-08,5.579456374153639e-11
621.0,7.1346322129e-08,5.1579020649907775e-11
622.0,7.147776215199999e-08,5.495488676377411e-11
623.0,7.1600256747e-08,4.74788292680857e-11
624.0,7.172163521e-08,4.686380102655982e-11
625.0,7.1849597131e-08,4.6999381463657084e-11
626.0,7.197556982899998e-08,4.667231076980649e-11
627.0,7.2110488105e-08,5.096931908025882e-11
628.0,7.223931860100002e-08,5.075082258603483e-11
629.0,7.236839906600001e-08,5.680669461707651e-11
630.0,7.2500211836e-08,4.964429345358288e-11
631.0,7.263214911799998e-08,4.795065348435531e-11
632.0,7.2761352221e-08,4.932108080991688e-11
633.0,7.288670375200001e-08,5.362518440898662e-11
634.0,7.301727378999999e-08,4.931522230831768e-11
635.0,7.3149087707e-08,5.2319963689576505e-11
636.0,7.3291211182e-08,4.8828446578986765e-11
637.0,7.342501078399999e-08,4.7894120281230257e-11
638.0,7.355260038099999e-08,5.326252216645768e-11
639.0,7.3685655332e-08,4.907774706913723e-11
640.0,7.3818585942e-08,5.0490975285727977e-11
641.0,7.3950896106e-08,5.100239225173324e-11
642.0,7.4075378504e-08,5.005965133646957e-11
643.0,7.4205203621e-08,4.833627794807269e-11
644.0,7.4337637561e-08,5.218917834580786e-11
645.0,7.446522673e-08,5.261776679585569e-11
646.0,7.4595175767e-08,4.86447632442636e-11
647.0,7.472512578499999e-08,5.083408795060823e-11
648.0,7.484438924600001e-08,4.7655624616283446e-11
649.0,7.4965890913e-08,5.0150552602305325e-11
650.0,7.5083665364e-08,4.552789816388126e-11
651.0,7.5194730876e-08,5.100944070783624e-11
652.0,7.531449228700001e-08,4.687702904625585e-11
653.0,7.5428540643e-08,4.8244232319414275e-11
654.0,7.553525734599999e-08,5.099320296407982e-11
655.0,7.564694442799999e-08,5.2571517848092827e-11
656.0,7.5751052153e-08,4.936277437345843e-11
657.0,7.585304942800001e-08,4.870480235078274e-11
658.0,7.596982925600001e-08,4.9013800711107414e-11
659.0,7.6064249007e-08,5.1806219682019916e-11
660.0,7.616127476500001e-08,4.791445776090642e-11
661.0,7.6260911619e-08,4.894366241561438e-11
662.0,7.635147754e-08,4.986058968292675e-11
663.0,7.645036888499999e-08,4.906502859763539e-11
664.0,7.654851373399999e-08,5.4535592189645904e-11
665.0,7.664168904399999e-08,4.7680138117799695e-11
666.0,7.673399508899999e-08,5.2585126034914783e-11
667.0,7.6811765416e-08,5.369387864331522e-11
668.0,7.6910408212e-08,5.232570465778926e-11
669.0,7.7001471929e-08,4.9365174102736426e-11
670.0,7.708719280299998e-08,5.014735370315164e-11
671.0,7.717341162799999e-08,4.810533002362179e-11
672.0,7.725503379300001e-08,4.93914230938222e-11
673.0,7.734982474e-08,5.321741058093e-11
674.0,7.7441137449e-08,4.6717249362955075e-11
675.0,7.7530213517e-08,5.228125405518446e-11
676.0,7.7625748963e-08,5.2358094597472504e-11
677.0,7.7726502921e-08,5.173511985779555e-11
678.0,7.782005226700001e-08,5.213491648003632e-11
679.0,7.791211033400001e-08,5.0642883404484084e-11
680.0,7.8013609085e-08,5.061143480914288e-11
681.0,7.8116723332e-08,5.0559847853312495e-11
682.0,7.8227292593e-08,4.9570277487833716e-11
683.0,7.8335127823e-08,4.870153585557375e-11
684.0,7.846184701399998e-08,4.74375828237297e-11
685.0,7.857477670000001e-08,4.944155612996315e-11
686.0,7.869789286e-08,5.54745543606343e-11
687.0,7.882734480600001e-08,4.979697227335873e-11
688.0,7.896524507799999e-08,5.198349456784583e-11
689.0,7.910376666199999e-08,4.7199013790260234e-11
690.0,7.924874835799999e-08,4.790726716009912e-11
691.0,7.9381429995e-08,5.027768233829168e-11
692.0,7.953548192100001e-08,5.347276722641229e-11
693.0,7.970021683200001e-08,5.573960762647098e-11
694.0,7.9853769823e-08,4.890576880823839e-11
695.0,8.001875344699999e-08,5.401573613680504e-11
696.0,8.019466875499998e-08,4.933527741795589e-11
697.0,8.034039681100002e-08,5.252828920376762e-11
698.0,8.053171682699997e-08,4.7686062024435026e-11
699.0,8.0717446445e-08,5.037869809184653e-11
700.0,8.0908022675e-08,4.826475218941213e-11
701.0,8.110530657600002e-08,5.0465137576934546e-11
702.0,8.130072700899997e-08,4.8163037986115755e-11
703.0,8.1499377275e-08,5.301480871547944e-11
704.0,8.171169483200002e-08,5.0918012399198e-11
705.0,8.191332653e-08,5.310761579994863e-11
706.0,8.212551904499998e-08,4.820172074078694e-11
707.0,8.2329263764e-08,5.061344770152096e-11
708.0,8.2542078699e-08,4.948806703088158e-11
709.0,8.276010944900002e-08,4.8179526875584094e-11
710.0,8.298658883300001e-08,4.4993937666568073e-11
711.0,8.320225958400001e-08,5.0283329221374265e-11
712.0,8.342439145999999e-08,4.886260820142909e-11
713.0,8.3643167275e-08,4.8169700766415435e-11
714.0,8.387498951499999e-08,5.0696927154895405e-11
715.0,8.408916926599999e-08,5.1612860458474076e-11
716.0,8.4315772566e-08,4.980407831357316e-11
717.0,8.4537280848e-08,4.970531050598121e-11
718.0,8.473891383999998e-08,5.435418398027533e-11
719.0,8.4963529903e-08,4.803642070546319e-11
720.0,8.519945097899999e-08,5.0444869438401494e-11
721.0,8.541412739700001e-08,5.151323514893256e-11
722.0,8.562893015299999e-08,4.39825833171291e-11
723.0,8.5843110459e-08,5.0148852370575014e-11
724.0,8.606051992399999e-08,4.8887814167419524e-11
725.0,8.6263643049e-08,5.111711032149447e-11
726.0,8.647670512400001e-08,4.7362530166910616e-11
727.0,8.666268456499999e-08,5.060568251568477e-11
728.0,8.686282597999998e-08,4.938592387510799e-11
729.0,8.7069428654e-08,5.371339387417323e-11
730.0,8.724348006900002e-08,4.79317913015249e-11
