wavelengths,power_meas,std_power_meas
699.0,1.3154248624999996e-07,6.466352478830185e-11
700.0,1.3234603334e-07,6.849480125326672e-11
701.0,1.3314511021e-07,6.693546261351712e-11
702.0,1.3398580332999998e-07,6.689689247387595e-11
703.0,1.3481544025000002e-07,6.992520995726553e-11
704.0,1.357285632e-07,6.606800940061742e-11
705.0,1.365749719e-07,6.383530886844854e-11
706.0,1.3742225094999997e-07,6.762790631275878e-11
707.0,1.3826866111e-07,5.922866163368767e-11
708.0,1.3912463547000002e-07,6.915753628744271e-11
709.0,1.4001738319999998e-07,6.599078945261775e-11
710.0,1.4089460246e-07,6.823079169428269e-11
711.0,1.4172858923e-07,7.240730337180789e-11
712.0,1.4262891171e-07,6.988183383802882e-11
713.0,1.4345308498999998e-07,6.586622970923783e-11
714.0,1.4437837593e-07,6.675641326003912e-11
715.0,1.4519832233000002e-07,6.59203580419668e-11
716.0,1.4607454823e-07,6.442413219762767e-11
717.0,1.4691275817e-07,6.896475711304407e-11
718.0,1.4773208365e-07,6.977492876146532e-11
719.0,1.4855513316e-07,7.134419333859238e-11
720.0,1.4936800057000001e-07,6.316471238345626e-11
721.0,1.5011788e-07,6.662505652785427e-11
722.0,1.5090440865999998e-07,6.571724818374955e-11
723.0,1.5167801742000002e-07,6.883745741907926e-11
724.0,1.5245411026e-07,6.955400186410823e-11
725.0,1.5315379698999998e-07,7.062959553876862e-11
726.0,1.5390057035e-07,7.159658893863392e-11
727.0,1.5458398522999997e-07,7.003274350228563e-11
728.0,1.5526404244e-07,6.914428835534138e-11
729.0,1.5592819804000001e-07,6.855362546429157e-11
730.0,1.5660117634e-07,7.129510254922443e-11
